timestamp,transfer,transfer_speed,bitrate,jitter,lost_total_datagrams,datagram_loss_percent
2024-04-10 07:52:42,1.17,GBytes,250,0.000,0/895542,0
2024-04-10 07:57:43,1.17,GBytes,250,0.000,0/895516,0
2024-04-10 08:02:42,1.17,GBytes,250,0.000,0/895386,0
2024-04-10 08:07:42,1.17,GBytes,250,0.000,0/895925,0
2024-04-10 08:12:42,1.17,GBytes,250,0.000,0/896034,0
2024-04-10 08:17:41,1.17,GBytes,250,0.000,0/895363,0
2024-04-10 08:22:41,1.17,GBytes,250,0.000,0/895660,0
2024-04-10 08:27:42,1.17,GBytes,250,0.000,0/895408,0
2024-04-10 08:32:42,1.17,GBytes,250,0.000,0/896057,0
2024-04-10 08:37:42,1.17,GBytes,250,0.000,0/895408,0
2024-04-10 08:42:41,1.17,GBytes,250,0.000,0/895434,0
2024-04-10 08:47:42,1.17,GBytes,250,0.000,0/895609,0
2024-04-10 08:52:42,1.17,GBytes,250,0.000,0/895077,0
2024-04-10 08:57:42,1.17,GBytes,250,0.000,0/895441,0
2024-04-10 09:02:42,1.17,GBytes,250,0.000,0/895299,0
2024-04-10 09:07:42,1.17,GBytes,250,0.000,0/895702,0
2024-04-10 09:12:41,1.17,GBytes,250,0.000,0/895408,0
2024-04-10 09:17:42,1.17,GBytes,250,0.000,0/895435,0
2024-04-10 09:22:42,1.17,GBytes,250,0.000,0/895575,0
2024-04-10 09:27:42,1.17,GBytes,250,0.000,0/895537,0
2024-04-10 09:32:42,1.17,GBytes,250,0.000,0/895838,0
2024-04-10 09:37:42,1.17,GBytes,250,0.000,0/895657,0
2024-04-10 09:42:42,1.17,GBytes,250,0.000,0/895274,0
2024-04-10 09:47:42,1.17,GBytes,250,0.000,0/895523,0
2024-04-10 09:52:42,1.17,GBytes,250,0.000,0/895367,0
2024-04-10 09:57:42,1.17,GBytes,250,0.000,0/895433,0
2024-04-10 10:02:42,1.17,GBytes,250,0.000,0/895188,0
2024-04-10 10:07:42,1.17,GBytes,250,0.000,0/895427,0
2024-04-10 10:12:42,1.17,GBytes,250,0.000,0/895279,0
2024-04-10 10:17:42,1.17,GBytes,250,0.000,0/895162,0
2024-04-10 10:22:42,1.17,GBytes,250,0.000,0/895635,0
2024-04-10 10:27:42,1.17,GBytes,250,0.000,0/895390,0
2024-04-10 10:32:42,1.17,GBytes,250,0.000,0/895274,0
2024-04-10 10:37:42,1.17,GBytes,250,0.000,0/895297,0
2024-04-10 10:42:42,1.17,GBytes,250,0.000,0/895413,0
2024-04-10 10:47:41,1.17,GBytes,250,0.000,0/895588,0
2024-04-10 10:52:41,1.17,GBytes,250,0.000,0/895430,0
2024-04-10 10:57:42,1.17,GBytes,250,0.000,0/895921,0
2024-04-10 11:02:42,1.17,GBytes,250,0.000,0/895139,0
2024-04-10 11:07:42,1.17,GBytes,250,0.000,0/896618,0
2024-04-10 11:12:42,1.17,GBytes,250,0.000,0/895765,0
2024-04-10 11:17:42,1.17,GBytes,250,0.000,0/895726,0
2024-04-10 11:22:42,1.17,GBytes,250,0.000,0/895631,0
2024-04-10 11:27:42,1.17,GBytes,250,0.000,0/895699,0
2024-04-10 11:32:42,1.17,GBytes,250,0.000,0/895300,0
2024-04-10 11:37:42,1.17,GBytes,250,0.000,0/895702,0
2024-04-10 11:42:42,1.17,GBytes,250,0.000,0/895244,0
2024-04-10 11:47:42,1.17,GBytes,250,0.000,0/895274,0
2024-04-10 11:52:41,1.17,GBytes,250,0.000,0/895210,0
2024-04-10 11:57:42,1.17,GBytes,250,0.000,0/895323,0
2024-04-10 12:02:41,1.17,GBytes,250,0.000,0/895471,0
2024-04-10 12:07:43,1.17,GBytes,250,0.000,0/897375,0
2024-04-10 12:12:42,1.17,GBytes,250,0.000,0/895431,0
2024-04-10 12:17:42,1.17,GBytes,250,0.000,0/895165,0
2024-04-10 12:22:42,1.17,GBytes,250,0.000,0/895471,0
2024-04-10 12:27:41,1.17,GBytes,250,0.000,0/895634,0
2024-04-10 12:32:42,1.17,GBytes,250,0.000,0/895546,0
2024-04-10 12:37:42,1.17,GBytes,250,0.000,0/895702,0
2024-04-10 12:42:42,1.17,GBytes,250,0.000,0/895769,0
2024-04-10 12:47:42,1.17,GBytes,250,0.000,0/895635,0
2024-04-10 12:52:42,1.17,GBytes,250,0.000,0/895278,0
2024-04-10 12:57:42,1.17,GBytes,250,0.000,0/895538,0
2024-04-10 13:02:42,1.17,GBytes,250,0.000,0/895438,0
2024-04-10 13:07:42,1.17,GBytes,250,0.000,0/895698,0
2024-04-10 13:12:42,1.17,GBytes,250,0.000,0/896708,0
2024-04-10 13:17:42,1.17,GBytes,250,0.000,0/895496,0
2024-04-10 13:22:42,1.17,GBytes,250,0.000,0/895461,0
2024-04-10 13:27:42,1.17,GBytes,250,0.000,0/895326,0
2024-04-10 13:32:42,1.17,GBytes,250,0.000,0/897338,0
2024-04-10 13:37:42,1.17,GBytes,250,0.000,0/895453,0
2024-04-10 13:42:42,1.17,GBytes,250,0.000,0/895307,0
2024-04-10 13:47:42,1.17,GBytes,250,0.000,0/895731,0
2024-04-10 13:52:42,1.17,GBytes,250,0.000,0/895747,0
2024-04-10 13:57:42,1.17,GBytes,250,0.000,0/895594,0
2024-04-10 14:02:42,1.17,GBytes,250,0.000,0/895698,0
2024-04-10 14:07:42,1.17,GBytes,250,0.000,0/895612,0
2024-04-10 14:12:42,1.17,GBytes,250,0.000,0/895450,0
2024-04-10 14:17:42,1.17,GBytes,250,0.000,0/895324,0
2024-04-10 14:22:41,1.17,GBytes,250,0.000,0/895471,0
2024-04-10 14:27:42,1.17,GBytes,250,0.000,0/895207,0
2024-04-10 14:32:42,1.17,GBytes,250,0.000,0/895475,0
2024-04-10 14:37:42,1.17,GBytes,250,0.000,0/895346,0
2024-04-10 14:42:42,1.17,GBytes,250,0.000,0/895497,0
2024-04-10 14:47:42,1.17,GBytes,250,0.000,0/895720,0
2024-04-10 14:52:42,1.17,GBytes,250,0.000,0/896014,0
2024-04-10 14:57:42,1.17,GBytes,250,0.000,0/895264,0
2024-04-10 15:02:42,1.17,GBytes,250,0.000,0/895609,0
2024-04-10 15:12:42,1.17,GBytes,250,0.000,0/895679,0
2024-04-10 15:17:42,1.17,GBytes,250,0.000,0/895430,0
2024-04-10 15:22:43,1.17,GBytes,250,0.000,0/895525,0
2024-04-10 15:27:42,1.17,GBytes,250,0.000,0/895924,0
2024-04-10 15:32:42,1.17,GBytes,250,0.000,0/895586,0
2024-04-10 15:37:42,1.17,GBytes,250,0.000,0/895501,0
2024-04-10 15:42:43,1.17,GBytes,250,0.000,0/895279,0
2024-04-10 15:47:42,1.17,GBytes,250,0.000,0/895412,0
2024-04-10 15:52:42,1.17,GBytes,250,0.000,0/895274,0
2024-04-10 15:57:42,1.17,GBytes,250,0.000,0/895404,0
2024-04-10 16:02:42,1.17,GBytes,250,0.000,0/895652,0
2024-04-10 16:07:42,1.17,GBytes,250,0.000,0/895297,0
2024-04-10 16:12:41,1.17,GBytes,250,0.000,0/895542,0
2024-04-10 16:17:43,1.17,GBytes,250,0.000,0/895389,0
2024-04-10 16:22:42,1.17,GBytes,250,0.000,0/895252,0
2024-04-10 16:27:42,1.17,GBytes,250,0.000,0/895990,0
