timestamp,transfer,transfer_speed,bitrate,jitter,lost_total_datagrams,datagram_loss_percent
2024-04-10 08:43:42,119,MBytes,25.0,0.000,0/89284,0
2024-04-10 08:49:41,119,MBytes,25.0,0.000,0/89285,0
2024-04-10 08:53:42,119,MBytes,25.0,0.000,0/89285,0
2024-04-10 08:59:42,119,MBytes,25.0,0.000,0/89285,0
2024-04-10 09:03:42,119,MBytes,25.0,0.000,0/89285,0
2024-04-10 09:09:42,119,MBytes,25.0,0.000,0/89285,0
2024-04-10 09:13:41,119,MBytes,25.0,0.000,0/89285,0
2024-04-10 09:19:42,119,MBytes,25.0,0.000,0/89285,0
2024-04-10 09:23:42,119,MBytes,25.0,0.000,0/89284,0
2024-04-10 09:33:42,119,MBytes,25.0,0.000,0/89284,0
2024-04-10 09:39:42,119,MBytes,25.0,0.000,0/89285,0
2024-04-10 09:43:42,119,MBytes,25.0,0.000,0/89285,0
2024-04-10 09:53:42,119,MBytes,25.0,0.000,0/89284,0
2024-04-10 10:03:42,119,MBytes,25.0,0.000,0/89284,0
2024-04-10 10:09:42,119,MBytes,25.0,0.000,0/89285,0
2024-04-10 10:13:42,119,MBytes,25.0,0.000,0/89284,0
2024-04-10 10:19:42,119,MBytes,25.0,0.000,0/89285,0
2024-04-10 10:23:42,119,MBytes,25.0,0.000,0/89284,0
2024-04-10 10:29:42,119,MBytes,25.0,0.000,0/89285,0
2024-04-10 10:33:42,119,MBytes,25.0,0.000,0/89285,0
2024-04-10 10:39:42,119,MBytes,25.0,0.000,0/89284,0
2024-04-10 10:43:42,119,MBytes,25.0,0.000,0/89284,0
2024-04-10 10:49:42,119,MBytes,25.0,0.000,0/89285,0
2024-04-10 10:53:42,119,MBytes,25.0,0.000,0/89284,0
2024-04-10 11:03:42,119,MBytes,25.0,0.000,0/89284,0
2024-04-10 11:09:42,119,MBytes,25.0,0.000,0/89285,0
2024-04-10 11:13:42,119,MBytes,25.0,0.000,0/89285,0
2024-04-10 11:19:42,119,MBytes,25.0,0.000,0/89284,0
2024-04-10 11:23:42,119,MBytes,25.0,0.000,0/89285,0
2024-04-10 11:29:42,119,MBytes,25.0,0.000,0/89284,0
2024-04-10 11:33:42,119,MBytes,25.0,0.000,0/89285,0
2024-04-10 11:39:42,119,MBytes,25.0,0.000,0/89284,0
2024-04-10 11:43:42,119,MBytes,25.0,0.000,0/89285,0
2024-04-10 11:53:42,119,MBytes,25.0,0.000,0/89285,0
2024-04-10 11:59:42,119,MBytes,25.0,0.000,0/89285,0
2024-04-10 12:03:42,119,MBytes,25.0,0.000,0/89285,0
2024-04-10 12:13:42,119,MBytes,25.0,0.000,0/89285,0
2024-04-10 12:23:42,119,MBytes,25.0,0.000,0/89285,0
2024-04-10 12:29:42,119,MBytes,25.0,0.000,0/89285,0
2024-04-10 12:33:42,119,MBytes,25.0,0.000,0/89284,0
2024-04-10 12:39:42,119,MBytes,25.0,0.000,0/89284,0
2024-04-10 12:43:42,119,MBytes,25.0,0.000,0/89285,0
2024-04-10 12:49:42,119,MBytes,25.0,0.000,0/89284,0
2024-04-10 12:53:42,119,MBytes,25.0,0.000,0/89284,0
2024-04-10 12:59:42,119,MBytes,25.0,0.000,0/89285,0
2024-04-10 13:03:42,119,MBytes,25.0,0.000,0/89285,0
2024-04-10 13:09:42,119,MBytes,25.0,0.000,0/89284,0
2024-04-10 13:13:42,119,MBytes,25.0,0.000,0/89285,0
2024-04-10 13:19:42,119,MBytes,25.0,0.000,0/89285,0
2024-04-10 13:23:42,119,MBytes,25.0,0.000,0/89284,0
2024-04-10 13:29:42,119,MBytes,25.0,0.000,0/89285,0
2024-04-10 13:33:42,119,MBytes,25.0,0.000,0/89285,0
2024-04-10 13:43:42,119,MBytes,25.0,0.000,0/89284,0
2024-04-10 13:53:42,119,MBytes,25.0,0.000,0/89285,0
2024-04-10 14:03:42,119,MBytes,25.0,0.000,0/89285,0
2024-04-10 14:13:42,119,MBytes,25.0,0.000,0/89285,0
2024-04-10 14:19:42,119,MBytes,25.0,0.000,0/89284,0
2024-04-10 14:23:42,119,MBytes,25.0,0.000,0/89285,0
2024-04-10 14:29:42,119,MBytes,25.0,0.000,0/89284,0
2024-04-10 14:33:42,119,MBytes,25.0,0.000,0/89284,0
2024-04-10 14:39:42,119,MBytes,25.0,0.000,0/89284,0
2024-04-10 14:43:42,119,MBytes,25.0,0.000,0/89284,0
2024-04-10 14:49:42,119,MBytes,25.0,0.000,0/89284,0
2024-04-10 14:53:42,119,MBytes,25.0,0.000,0/89285,0
2024-04-10 14:59:42,119,MBytes,25.0,0.000,0/89284,0
2024-04-10 15:03:42,119,MBytes,25.0,0.000,0/89285,0
2024-04-10 15:13:42,119,MBytes,25.0,0.000,0/89285,0
